AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,"3,330",2.7,0.186,0.78,,,*,"152,390",1.5,*,*,*,*,*,"61,040","107,110","139,150","182,780","236,030",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"4,120",0.6,0.230,0.72,,,*,"141,290",0.5,*,*,*,*,*,"77,520","96,310","128,080","169,590","233,440",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,820,0.5,0.046,0.83,,,*,"134,610",0.3,*,*,*,*,*,"108,890","123,180","127,390","134,980","161,140",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,"2,600",1.9,0.145,0.57,,,*,"133,220",1.2,*,*,*,*,*,"65,360","103,490","132,570","167,220","201,280",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,160,2.9,0.009,0.17,,,*,"121,140",0.9,*,*,*,*,*,"66,000","85,870","112,070","143,950","195,310",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,"3,950",1.9,0.220,0.64,,,*,"132,900",0.9,*,*,*,*,*,"65,570","90,620","124,290","157,700","213,340",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"1,730",1.4,0.096,1.24,,,*,"142,000",0.8,*,*,*,*,*,"60,570","80,690","125,770","168,790",#,TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,"1,990",0.4,0.111,0.84,,,*,"136,390",0.6,*,*,*,*,*,"73,230","99,510","125,700","164,830","219,920",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,680,4.6,0.038,0.80,,,*,"130,730",0.9,*,*,*,*,*,"66,680","105,590","117,080","152,420","201,760",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,"1,490",0.2,0.083,0.90,,,*,"134,610",0.6,*,*,*,*,*,"68,620","94,500","125,440","161,870","214,920",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,660,4.9,0.037,1.11,,,*,"123,720",0.7,*,*,*,*,*,"60,090","80,820","109,000","156,920","204,130",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"1,160",2.2,0.065,0.85,,,*,"130,620",0.7,*,*,*,*,*,"67,000","85,950","115,840","163,460","216,190",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,980,12.4,0.055,0.68,,,*,"158,130",1.6,*,*,*,*,*,"79,310","109,470","137,540","205,500",#,TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,390,14.7,0.022,0.96,,,*,"153,210",1.8,*,*,*,*,*,"66,270","103,750","140,370","201,150",#,TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,"1,250",4.9,0.070,0.62,,,*,"121,400",0.5,*,*,*,*,*,"60,000","78,310","109,500","153,550","207,160",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,"5,970",5.5,0.333,1.24,,,*,"109,490",2.0,*,*,*,*,*,"50,890","66,060","99,730","132,600","183,690",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,"1,140",6.2,0.063,0.75,,,*,"134,780",0.7,*,*,*,*,*,"62,050","96,440","126,280","176,850","215,410",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"2,830",2.5,0.158,1.42,,,*,"113,410",0.7,*,*,*,*,*,"62,770","71,980","96,940","142,070","178,130",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"10,460",3.0,0.583,0.39,,,*,"130,950",1.2,*,*,*,*,*,"61,550","72,580","108,160","169,330","229,400",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"5,990",2.1,0.334,0.70,,,*,"94,530",0.5,*,*,*,*,*,"47,380","60,620","94,240","119,700","139,330",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,"4,810",4.7,0.268,0.67,,,*,"98,910",1.7,*,*,*,*,*,"48,500","65,860","84,090","121,340","158,960",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,540,1.8,0.030,1.09,,,*,"136,970",1.0,*,*,*,*,*,"66,930","96,770","123,200","171,660","218,800",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"1,180",2.8,0.066,0.75,,,*,"133,430",0.9,*,*,*,*,*,"60,820","96,840","132,760","168,850","224,120",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,"1,930",5.7,0.107,1.12,,,*,"126,550",1.9,*,*,*,*,*,"47,780","61,870","119,150","172,090","225,350",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,70,0.8,0.004,0.05,,,*,"141,870",0.7,*,*,*,*,*,"57,610","91,950","130,610","161,210",#,TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"9,570",4.2,0.533,0.80,,,*,"127,860",1.8,*,*,*,*,*,"60,410","79,960","107,680","162,360","213,400",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,"2,710",1.0,0.151,0.80,,,*,"144,610",0.6,*,*,*,*,*,"67,880","98,070","134,920","176,250","231,080",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"3,980",1.1,0.222,0.59,,,*,"126,830",0.6,*,*,*,*,*,"63,510","82,140","111,200","150,670","204,760",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"1,870",6.4,0.104,0.76,,,*,"128,400",1.8,*,*,*,*,*,"60,990","76,600","104,770","168,200","206,480",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,"2,770",2.6,0.154,1.14,,,*,"114,820",0.9,*,*,*,*,*,"65,980","82,120","97,390","134,560","184,850",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"2,030",3.0,0.113,0.84,,,*,"102,000",1.1,*,*,*,*,*,"59,360","74,380","96,260","122,370","157,390",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,300,6.0,0.016,0.94,,,*,"168,700",1.7,*,*,*,*,*,"88,600","129,620","159,450","231,890","231,890",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"2,110",6.3,0.118,1.35,,,*,"128,010",2.4,*,*,*,*,*,"60,860","75,860","112,230","170,540","220,670",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"8,480",4.8,0.473,0.65,,,40.83,"84,930",2.7,21.62,24.50,36.17,52.24,69.41,"44,970","50,960","75,240","108,660","144,370",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,"48,570",3.3,2.706,0.96,,,24.11,"50,150",3.4,17.26,18.21,21.50,24.35,30.19,"35,910","37,890","44,730","50,650","62,800",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"6,500",10.3,0.362,0.46,,,*,"93,510",2.7,*,*,*,*,*,"52,540","66,060","94,580","113,800","126,590",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,"151,820",3.1,8.460,0.91,,,*,"93,880",1.4,*,*,*,*,*,"60,660","75,640","96,700","107,310","125,940",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"52,710",8.6,2.937,0.71,,,*,"95,860",2.2,*,*,*,*,*,"61,230","77,980","99,430","109,220","128,890",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,110,43.8,0.006,0.08,,,*,"66,880",13.1,*,*,*,*,*,"51,330","52,600","62,120","79,580","95,880",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"92,830",4.4,5.173,0.75,,,*,"105,540",2.2,*,*,*,*,*,"64,010","78,910","101,540","127,130","166,700",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"2,110",19.5,0.118,0.20,,,*,"102,820",2.7,*,*,*,*,*,"67,190","79,740","98,860","117,460","140,240",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,"1,880",23.4,0.105,0.64,,,*,"82,820",6.2,*,*,*,*,*,"48,500","54,960","81,530","99,910","122,460",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"19,870",6.0,1.107,0.79,,,*,"89,560",1.6,*,*,*,*,*,"56,330","70,520","89,270","102,580","124,210",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,"7,240",12.2,0.404,0.69,,,*,"94,040",4.0,*,*,*,*,*,"60,800","75,460","95,380","113,110","125,410",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,"13,430",5.9,0.748,0.72,,,*,"105,270",2.5,*,*,*,*,*,"60,640","77,540","101,920","126,940","166,450",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,"7,390",10.6,0.412,1.43,,,*,"90,790",2.6,*,*,*,*,*,"50,370","72,490","90,700","106,030","127,020",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"2,060",8.3,0.115,0.47,,,46.02,"95,720",2.0,24.34,36.11,43.51,50.52,59.92,"50,630","75,110","90,510","105,080","124,640",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,"46,720",4.7,2.603,1.45,,,28.65,"59,600",1.6,16.81,18.44,22.96,33.28,47.76,"34,960","38,360","47,760","69,230","99,350",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,"72,710",4.0,4.052,1.38,,,27.04,"56,240",1.1,18.43,20.75,26.09,32.13,36.25,"38,330","43,160","54,270","66,830","75,400",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,"38,320",3.4,2.135,2.00,,,23.74,"49,390",1.6,16.12,17.45,19.46,24.86,39.57,"33,540","36,300","40,490","51,710","82,300",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,"25,590",8.1,1.426,1.83,,,*,"85,230",2.0,*,*,*,*,*,"38,870","58,830","79,620","103,480","127,730",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,870,7.9,0.049,1.03,,,33.94,"70,590",3.1,18.51,22.03,29.70,42.74,54.23,"38,490","45,810","61,770","88,900","112,800",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,"1,230",4.9,0.068,0.83,,,40.36,"83,940",2.2,23.79,29.08,37.13,48.03,61.53,"49,480","60,480","77,230","99,900","127,980",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,"1,610",4.8,0.090,1.07,,,30.60,"63,650",1.6,18.48,23.37,29.25,35.76,41.41,"38,440","48,610","60,830","74,380","86,130",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,"8,680",3.4,0.484,0.55,,,43.71,"90,930",1.3,23.34,31.13,40.77,51.54,64.41,"48,550","64,750","84,800","107,200","133,980",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,"8,700",5.0,0.485,0.96,,,25.34,"52,710",0.7,17.87,19.27,23.90,29.21,34.52,"37,160","40,080","49,720","60,770","71,790",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,240,42.2,0.013,0.25,,,43.19,"89,840",7.4,24.72,29.77,47.71,50.70,56.87,"51,420","61,920","99,240","105,460","118,290",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,"18,340",4.3,1.022,0.75,,,47.00,"97,770",1.9,25.15,34.14,46.06,57.93,65.83,"52,310","71,020","95,810","120,500","136,930",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,"23,980",0.7,1.336,1.39,,,*,"48,240",0.6,*,*,*,*,*,"33,010","37,330","39,560","56,000","75,810",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,"163,070",2.2,9.087,1.03,,,*,"45,080",0.6,*,*,*,*,*,"36,230","37,920","45,080","48,690","57,380",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,"29,120",3.0,1.623,2.17,,,32.21,"67,010",1.3,15.92,19.93,29.29,38.51,50.98,"33,120","41,460","60,910","80,100","106,030",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"361,880",2.1,20.165,1.45,,,46.72,"97,180",1.4,17.57,23.29,36.55,52.96,79.44,"36,550","48,450","76,020","110,150","165,230",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,"11,340",4.3,0.632,1.87,,,71.18,"148,060",1.5,37.11,47.86,62.80,84.31,#,"77,190","99,560","130,610","175,360",#,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1012,Craft Artists,detailed,480,10.2,0.027,0.70,,,41.67,"86,680",4.7,19.13,24.40,33.03,53.41,71.41,"39,790","50,740","68,700","111,090","148,540",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"2,570",33.9,0.143,1.99,,,54.81,"114,010",19.7,29.57,35.70,64.98,65.45,78.17,"61,510","74,250","135,160","136,130","162,600",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,"13,470",6.6,0.751,3.81,,,64.24,"133,610",2.0,36.50,46.66,62.72,78.05,93.32,"75,920","97,040","130,460","162,350","194,100",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1019,"Artists and Related Workers, All Other",detailed,830,3.7,0.046,0.95,,,45.82,"95,300",1.1,21.74,31.79,42.31,52.21,64.35,"45,220","66,120","88,000","108,590","133,840",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,"4,980",9.1,0.277,1.37,,,45.36,"94,350",2.3,23.26,31.79,40.48,56.18,69.72,"48,380","66,130","84,190","116,850","145,010",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,"4,950",13.2,0.276,2.10,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,"4,790",5.0,0.267,0.93,,,20.57,"42,790",1.6,16.28,17.14,19.55,22.20,25.97,"33,870","35,650","40,660","46,170","54,010",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,"29,460",3.4,1.641,1.17,,,38.39,"79,850",1.6,20.45,25.88,35.75,46.48,60.69,"42,540","53,840","74,360","96,670","126,240",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,"8,590",7.1,0.479,1.07,,,39.22,"81,570",3.1,21.63,28.75,36.68,46.53,60.56,"44,990","59,800","76,300","96,780","125,970",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,"17,620",5.6,0.982,0.85,,,21.03,"43,740",1.5,16.58,17.66,18.89,22.03,28.24,"34,490","36,730","39,300","45,820","58,730",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,"2,930",11.4,0.163,2.46,,,41.12,"85,530",4.5,22.14,30.78,39.30,52.88,58.51,"46,060","64,020","81,740","109,990","121,690",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,"2,530",8.4,0.141,2.17,,,43.92,"91,340",3.6,19.50,26.10,39.43,52.09,73.96,"40,570","54,290","82,010","108,350","153,840",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2011,Actors,detailed,"22,220",26.5,1.238,3.01,,,45.76,*,15.1,15.84,16.10,21.68,36.54,#,*,*,*,*,*,,TRUE
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,"44,740",4.4,2.493,2.45,,,63.94,"132,990",2.4,27.76,38.14,50.52,75.38,106.72,"57,740","79,340","105,080","156,790","221,980",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2021,Athletes and Sports Competitors,detailed,480,33.7,0.027,0.27,,,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,"28,700",6.9,1.599,1.02,,,*,"65,560",2.5,*,*,*,*,*,"34,200","36,640","47,860","67,090","104,190",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"2,510",11.0,0.140,1.43,,,*,"41,230",3.0,*,*,*,*,*,"32,240","32,240","34,880","45,250","61,640",TRUE,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2031,Dancers,detailed,"4,870",26.0,0.271,3.58,,,31.76,*,7.9,16.27,18.66,30.59,36.55,41.75,*,*,*,*,*,,TRUE
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2032,Choreographers,detailed,"1,240",24.0,0.069,2.51,,,34.12,"70,970",4.1,17.75,25.05,35.59,38.71,49.08,"36,910","52,110","74,030","80,530","102,090",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,"2,120",22.3,0.118,1.67,,,55.49,"115,420",6.1,16.93,24.52,38.01,80.96,105.44,"35,220","51,000","79,070","168,400","219,310",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2042,Musicians and Singers,detailed,"5,540",6.5,0.309,1.32,,,51.73,*,4.1,16.00,25.35,37.86,63.55,84.62,*,*,*,*,*,,TRUE
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2091,"Disc Jockeys, Except Radio",detailed,"2,010",20.0,0.112,2.37,,,45.62,*,21.5,15.50,15.66,18.50,48.24,#,*,*,*,*,*,,TRUE
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"2,650",25.2,0.148,1.52,,,31.70,*,9.3,16.51,22.12,23.25,32.21,48.74,*,*,*,*,*,,TRUE
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,"2,590",7.9,0.145,0.88,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,"4,920",7.2,0.274,0.93,,,62.77,"130,570",6.2,20.03,28.48,43.64,64.44,#,"41,650","59,240","90,770","134,030",#,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,"29,520",2.5,1.645,0.91,,,42.20,"87,770",1.8,22.00,28.91,36.67,48.73,66.65,"45,760","60,130","76,280","101,370","138,630",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,"16,090",6.6,0.896,1.42,,,49.70,"103,380",6.0,23.79,31.09,42.36,63.65,81.03,"49,480","64,660","88,100","132,380","168,540",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,"5,990",5.5,0.334,1.06,,,52.59,"109,380",2.9,28.75,33.63,48.25,63.47,80.13,"59,790","69,950","100,370","132,010","166,660",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,"8,820",26.8,0.492,1.51,,,52.23,"108,640",5.3,22.78,31.11,45.41,64.29,82.45,"47,380","64,710","94,440","133,730","171,490",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,"7,210",6.4,0.402,1.18,,,33.62,"69,930",2.3,20.69,23.24,30.77,40.93,47.91,"43,030","48,330","64,000","85,130","99,640",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3092,Court Reporters and Simultaneous Captioners,detailed,"1,840",11.5,0.102,1.26,,,47.30,"98,380",7.0,18.06,30.00,50.79,62.99,71.44,"37,560","62,400","105,640","131,010","148,590",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,"9,710",7.1,0.541,3.54,,,58.54,"121,760",3.3,22.71,28.07,38.37,64.08,#,"47,240","58,380","79,810","133,290",#,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-4011,Audio and Video Technicians,detailed,"9,680",13.6,0.539,1.23,,,34.76,"72,300",2.2,18.38,22.25,29.34,45.85,53.24,"38,220","46,280","61,030","95,370","110,730",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,"7,790",8.6,0.434,2.52,,,50.50,"105,030",5.5,19.09,30.01,48.93,52.13,64.39,"39,710","62,430","101,780","108,420","133,930",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,"6,060",15.2,0.338,3.52,,,40.07,"83,340",7.7,20.45,22.22,29.53,57.90,67.98,"42,540","46,210","61,410","120,440","141,400",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-4015,Lighting Technicians,detailed,"3,590",20.4,0.200,3.20,,,39.46,"82,070",7.7,18.52,24.12,35.33,47.71,65.99,"38,520","50,170","73,480","99,230","137,270",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,"8,100",18.0,0.451,1.28,,,36.30,"75,510",7.1,17.27,19.29,31.13,50.00,51.87,"35,930","40,120","64,740","104,000","107,900",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-4031,"Camera Operators, Television, Video, and Film",detailed,"5,900",8.8,0.329,2.09,,,39.06,"81,230",6.3,18.68,24.57,32.67,47.65,60.33,"38,850","51,100","67,950","99,110","125,490",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,"10,280",5.5,0.573,2.98,,,48.85,"101,600",2.2,23.92,30.83,39.71,63.44,80.50,"49,760","64,130","82,600","131,950","167,450",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,27-4099,"Media and Communication Equipment Workers, All Other",detailed,"2,160",6.0,0.121,1.60,,,37.77,"78,560",2.9,18.41,23.18,32.84,47.76,66.17,"38,290","48,200","68,320","99,340","137,630",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,"955,900",1.4,53.266,0.87,,,61.54,"128,010",1.3,23.00,35.49,53.61,77.38,99.94,"47,840","73,820","111,500","160,960","207,860",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1011,Chiropractors,detailed,"3,410",17.1,0.190,0.69,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,"18,820",9.2,1.048,1.31,,,87.37,"181,720",4.4,41.40,60.23,80.29,99.45,#,"86,110","125,270","167,010","206,850",#,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1022,Oral and Maxillofacial Surgeons,detailed,380,40.4,0.021,0.77,,,106.64,"221,820",6.0,55.31,92.18,98.74,110.64,#,"115,050","191,730","205,390","230,140",#,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1023,Orthodontists,detailed,"1,060",33.1,0.059,1.40,,,100.23,"208,470",27.2,42.29,46.91,#,#,#,"87,960","97,560",#,#,#,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1029,"Dentists, All Other Specialists",detailed,910,30.4,0.051,1.31,,,120.00,"249,610",15.9,90.54,94.04,105.67,#,#,"188,320","195,590","219,790",#,#,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1031,Dietitians and Nutritionists,detailed,"9,940",16.9,0.554,1.14,,,40.65,"84,560",7.7,15.64,33.37,40.72,48.80,58.09,"32,520","69,400","84,690","101,500","120,820",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1041,Optometrists,detailed,"6,190",7.3,0.345,1.27,,,66.02,"137,330",2.4,33.17,52.88,64.43,81.74,100.19,"68,990","109,990","134,020","170,020","208,400",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,"35,980",3.0,2.005,0.92,,,75.62,"157,280",0.9,46.11,66.08,77.38,89.44,98.20,"95,910","137,450","160,950","186,040","204,250",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,29-1071,Physician Assistants,detailed,"12,880",8.6,0.718,0.75,,,74.02,"153,960",2.1,40.60,61.33,75.71,85.01,100.91,"84,450","127,570","157,490","176,810","209,890",,
