AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,"3,950",1.9,0.22,0.64
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"1,730",1.4,0.096,1.24
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,"1,990",0.4,0.111,0.84
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,680,4.6,0.038,0.8
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,"1,490",0.2,0.083,0.9
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,660,4.9,0.037,1.11
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"1,160",2.2,0.065,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,980,12.4,0.055,0.68
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,390,14.7,0.022,0.96
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,"1,250",4.9,0.07,0.62
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,"5,970",5.5,0.333,1.24
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,"1,140",6.2,0.063,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"2,830",2.5,0.158,1.42
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"10,460",3,0.583,0.39
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"5,990",2.1,0.334,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,"4,810",4.7,0.268,0.67
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,540,1.8,0.03,1.09
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"1,180",2.8,0.066,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,"1,930",5.7,0.107,1.12
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,70,0.8,0.004,0.05
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"9,570",4.2,0.533,0.8
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,"2,710",1,0.151,0.8
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"3,980",1.1,0.222,0.59
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"1,870",6.4,0.104,0.76
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,"2,770",2.6,0.154,1.14
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"2,030",3,0.113,0.84
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,300,6,0.016,0.94
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"2,110",6.3,0.118,1.35
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"8,480",4.8,0.473,0.65
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,"48,570",3.3,2.706,0.96
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"6,500",10.3,0.362,0.46
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,"151,820",3.1,8.46,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"52,710",8.6,2.937,0.71
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,110,43.8,0.006,0.08
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"92,830",4.4,5.173,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"2,110",19.5,0.118,0.2
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,"1,880",23.4,0.105,0.64
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"19,870",6,1.107,0.79
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,"7,240",12.2,0.404,0.69
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,"13,430",5.9,0.748,0.72
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,"7,390",10.6,0.412,1.43
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"2,060",8.3,0.115,0.47
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,"46,720",4.7,2.603,1.45
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,"72,710",4,4.052,1.38
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,"38,320",3.4,2.135,2
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,"25,590",8.1,1.426,1.83
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,870,7.9,0.049,1.03
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,"1,230",4.9,0.068,0.83
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,"1,610",4.8,0.09,1.07
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,"8,680",3.4,0.484,0.55
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,"8,700",5,0.485,0.96
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,240,42.2,0.013,0.25
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,"18,340",4.3,1.022,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,"23,980",0.7,1.336,1.39
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,"163,070",2.2,9.087,1.03
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,"29,120",3,1.623,2.17
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"361,880",2.1,20.165,1.45
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,"11,340",4.3,0.632,1.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1012,Craft Artists,detailed,480,10.2,0.027,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"2,570",33.9,0.143,1.99
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,"13,470",6.6,0.751,3.81
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1019,"Artists and Related Workers, All Other",detailed,830,3.7,0.046,0.95
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,"4,980",9.1,0.277,1.37
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,"4,950",13.2,0.276,2.1
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,"4,790",5,0.267,0.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,"29,460",3.4,1.641,1.17
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,"8,590",7.1,0.479,1.07
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,"17,620",5.6,0.982,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,"2,930",11.4,0.163,2.46
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,"2,530",8.4,0.141,2.17
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2011,Actors,detailed,"22,220",26.5,1.238,3.01
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,"44,740",4.4,2.493,2.45
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2021,Athletes and Sports Competitors,detailed,480,33.7,0.027,0.27
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,"28,700",6.9,1.599,1.02
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"2,510",11,0.14,1.43
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2031,Dancers,detailed,"4,870",26,0.271,3.58
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2032,Choreographers,detailed,"1,240",24,0.069,2.51
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,"2,120",22.3,0.118,1.67
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2042,Musicians and Singers,detailed,"5,540",6.5,0.309,1.32
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2091,"Disc Jockeys, Except Radio",detailed,"2,010",20,0.112,2.37
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"2,650",25.2,0.148,1.52
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,"2,590",7.9,0.145,0.88
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,"4,920",7.2,0.274,0.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,"29,520",2.5,1.645,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,"16,090",6.6,0.896,1.42
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,"5,990",5.5,0.334,1.06
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,"8,820",26.8,0.492,1.51
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,"7,210",6.4,0.402,1.18
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3092,Court Reporters and Simultaneous Captioners,detailed,"1,840",11.5,0.102,1.26
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,"9,710",7.1,0.541,3.54
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-4011,Audio and Video Technicians,detailed,"9,680",13.6,0.539,1.23
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,"7,790",8.6,0.434,2.52
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,"6,060",15.2,0.338,3.52
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-4015,Lighting Technicians,detailed,"3,590",20.4,0.2,3.2
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,"8,100",18,0.451,1.28
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-4031,"Camera Operators, Television, Video, and Film",detailed,"5,900",8.8,0.329,2.09
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,"10,280",5.5,0.573,2.98
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-4099,"Media and Communication Equipment Workers, All Other",detailed,"2,160",6,0.121,1.6
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,"955,900",1.4,53.266,0.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1011,Chiropractors,detailed,"3,410",17.1,0.19,0.69
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,"18,820",9.2,1.048,1.31
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1022,Oral and Maxillofacial Surgeons,detailed,380,40.4,0.021,0.77
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1023,Orthodontists,detailed,"1,060",33.1,0.059,1.4
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1029,"Dentists, All Other Specialists",detailed,910,30.4,0.051,1.31
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1031,Dietitians and Nutritionists,detailed,"9,940",16.9,0.554,1.14
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1041,Optometrists,detailed,"6,190",7.3,0.345,1.27
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,"35,980",3,2.005,0.92
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1071,Physician Assistants,detailed,"12,880",8.6,0.718,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1081,Podiatrists,detailed,850,6.5,0.048,0.76
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1122,Occupational Therapists,detailed,"12,470",4.3,0.695,0.73
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1123,Physical Therapists,detailed,"24,200",3.2,1.349,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1124,Radiation Therapists,detailed,980,2.5,0.055,0.5
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1125,Recreational Therapists,detailed,"1,730",2.1,0.096,0.94
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1126,Respiratory Therapists,detailed,"15,480",1.4,0.862,1.01
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1127,Speech-Language Pathologists,detailed,"17,270",5,0.963,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1128,Exercise Physiologists,detailed,880,31.3,0.049,0.92
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1129,"Therapists, All Other",detailed,930,26.8,0.052,0.48
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1131,Veterinarians,detailed,"7,690",5.2,0.429,0.83
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"332,560",4.4,18.531,0.89
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1151,Nurse Anesthetists,detailed,"2,600",7.6,0.145,0.46
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1161,Nurse Midwives,detailed,890,9.8,0.05,1.08
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1171,Nurse Practitioners,detailed,"21,740",9.8,1.211,0.66
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1181,Audiologists,detailed,"1,380",11.8,0.077,0.84
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1211,Anesthesiologists,detailed,"5,380",27.1,0.3,1.36
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1212,Cardiologists,detailed,"1,260",28.5,0.07,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1213,Dermatologists,detailed,700,37.3,0.039,0.49
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1214,Emergency Medicine Physicians,detailed,"7,130",47.9,0.398,1.72
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1215,Family Medicine Physicians,detailed,"15,480",13.9,0.862,1.17
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1216,General Internal Medicine Physicians,detailed,"5,940",33.2,0.331,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1217,Neurologists,detailed,870,41.8,0.049,0.79
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1218,Obstetricians and Gynecologists,detailed,"3,120",34.9,0.174,1.33
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1221,"Pediatricians, General",detailed,"4,350",30.9,0.243,1.06
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1222,"Physicians, Pathologists",detailed,"1,180",43.6,0.066,0.9
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1223,Psychiatrists,detailed,"4,320",8.4,0.241,1.47
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1224,Radiologists,detailed,"2,400",24.6,0.134,0.64
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1229,"Physicians, All Other",detailed,"25,890",3.9,1.443,0.71
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1241,"Ophthalmologists, Except Pediatric",detailed,"2,360",25.8,0.132,1.73
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1242,"Orthopedic Surgeons, Except Pediatric",detailed,"2,570",34.3,0.143,1.47
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1243,Pediatric Surgeons,detailed,40,1.5,0.002,0.26
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1249,"Surgeons, All Other",detailed,**,**,**,**
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1291,Acupuncturists,detailed,"2,420",15.6,0.135,2.19
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1292,Dental Hygienists,detailed,"24,880",7.4,1.386,0.99
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,"1,690",2.6,0.094,0.46
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2010,Clinical Laboratory Technologists and Technicians,detailed,"26,960",2.5,1.502,0.68
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2031,Cardiovascular Technologists and Technicians,detailed,"4,590",5.7,0.256,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2032,Diagnostic Medical Sonographers,detailed,"8,600",4.4,0.479,0.88
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2033,Nuclear Medicine Technologists,detailed,"1,370",6.6,0.076,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2034,Radiologic Technologists and Technicians,detailed,"19,670",5.2,1.096,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2035,Magnetic Resonance Imaging Technologists,detailed,"3,320",4.4,0.185,0.68
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2042,Emergency Medical Technicians,detailed,"18,800",1.9,1.048,0.95
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2043,Paramedics,detailed,"5,370",3.7,0.299,0.46
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2051,Dietetic Technicians,detailed,"5,100",10.2,0.284,1.78
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2052,Pharmacy Technicians,detailed,"41,420",3.2,2.308,0.76
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2053,Psychiatric Technicians,detailed,"9,650",7,0.538,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2055,Surgical Technologists,detailed,"11,100",5,0.618,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2056,Veterinary Technologists and Technicians,detailed,"9,320",5.3,0.519,0.65
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2057,Ophthalmic Medical Technicians,detailed,"4,880",19.3,0.272,0.56
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"79,150",2.2,4.411,1.06
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2072,Medical Records Specialists,detailed,"20,000",6.9,1.115,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2081,"Opticians, Dispensing",detailed,"8,100",5.5,0.451,0.89
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2091,Orthotists and Prosthetists,detailed,"1,000",14.9,0.056,0.96
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2092,Hearing Aid Specialists,detailed,890,17.7,0.05,0.74
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-2099,"Health Technologists and Technicians, All Other",detailed,"22,380",2.4,1.247,1.11
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-9021,Health Information Technologists and Medical Registrars,detailed,"2,780",2.5,0.155,0.68
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-9091,Athletic Trainers,detailed,"1,760",6.2,0.098,0.52
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-9092,Genetic Counselors,detailed,370,5.1,0.021,1.02
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-9093,Surgical Assistants,detailed,110,21.9,0.006,0.05
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"4,070",5.3,0.227,0.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,"1,180,570",0.8,65.785,1.41
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-1120,Home Health and Personal Care Aides,detailed,"796,890",1.1,44.405,1.83
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-1131,Nursing Assistants,detailed,"105,750",1.4,5.893,0.66
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-1132,Orderlies,detailed,"4,520",2.2,0.252,0.78
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-1133,Psychiatric Aides,detailed,"1,840",6.9,0.103,0.48
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-2011,Occupational Therapy Assistants,detailed,"2,760",7.6,0.154,0.51
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-2012,Occupational Therapy Aides,detailed,800,30,0.045,1.53
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-2021,Physical Therapist Assistants,detailed,"8,230",6.4,0.459,0.67
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-2022,Physical Therapist Aides,detailed,"6,760",8.7,0.377,1.35
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9011,Massage Therapists,detailed,"15,070",6.8,0.839,1.38
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9091,Dental Assistants,detailed,"56,870",3.4,3.169,1.3
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9092,Medical Assistants,detailed,"110,280",2,6.145,1.22
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9093,Medical Equipment Preparers,detailed,"7,750",4.6,0.432,0.98
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9094,Medical Transcriptionists,detailed,"6,510",11.3,0.363,1.05
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9095,Pharmacy Aides,detailed,"9,690",7.9,0.54,1.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"16,300",2.9,0.908,1.19
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9097,Phlebotomists,detailed,"13,010",3.6,0.725,0.8
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-9099,"Healthcare Support Workers, All Other",detailed,"17,530",4.4,0.977,1.45
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,"427,100",0.5,23.799,1.03
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-1011,First-Line Supervisors of Correctional Officers,detailed,"4,560",0,0.254,0.74
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-1012,First-Line Supervisors of Police and Detectives,detailed,"8,890",1.3,0.496,0.54
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,"6,310",2.1,0.352,0.64
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-1091,First-Line Supervisors of Security Workers,detailed,"9,480",2.5,0.528,1.24
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"2,140",3.4,0.12,0.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-2011,Firefighters,detailed,"27,750",1.9,1.546,0.74
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-2021,Fire Inspectors and Investigators,detailed,860,9.1,0.048,0.51
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,330,6.4,0.019,1.24
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-3011,Bailiffs,detailed,50,6.8,0.003,0.02
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-3012,Correctional Officers and Jailers,detailed,"33,740",0.1,1.88,0.81
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-3021,Detectives and Criminal Investigators,detailed,"10,980",0.2,0.612,0.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-3031,Fish and Game Wardens,detailed,280,0.3,0.015,0.37
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-3041,Parking Enforcement Workers,detailed,"1,340",2.4,0.074,1.52
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-3051,Police and Sheriff's Patrol Officers,detailed,"68,010",0.6,3.79,0.89
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9011,Animal Control Workers,detailed,"1,010",4.9,0.056,0.74
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9021,Private Detectives and Investigators,detailed,"4,290",5.7,0.239,1.05
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,"2,150",18.8,0.12,1.71
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9032,Security Guards,detailed,"183,620",0.8,10.232,1.29
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9091,Crossing Guards and Flaggers,detailed,"8,210",7.1,0.458,0.77
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"13,320",3.3,0.742,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9093,Transportation Security Screeners,detailed,"6,340",3.8,0.354,1.12
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9094,School Bus Monitors,detailed,"1,420",7,0.079,0.17
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-9099,"Protective Service Workers, All Other",detailed,"31,920",4,1.779,3.27
